"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20232","11200540","마장동","125","921","405","55","50","12","151","343","304","140","126","218","161","57","313147656"
"20233","11200540","마장동","125","921","405","55","50","12","151","343","304","140","126","218","161","57","313147656"
"20231","11200550","사근동","102","689","181","19","1","","316","358","102","61","20","","33","44","170903029"
"20232","11200550","사근동","102","689","181","19","1","","316","358","102","61","20","","33","44","170903029"
"20233","11200550","사근동","102","689","181","19","1","","316","358","102","61","20","","33","44","170903029"
"20231","11200560","행당1동","84","324","294","99","","","11","118","116","66","10","44","352","68","483661187"
"20232","11200560","행당1동","84","324","294","99","","","11","118","116","66","10","44","352","68","483661187"
"20233","11200560","행당1동","84","324","294","99","","","11","118","116","66","10","44","352","68","483661187"
"20231","11200570","행당2동","97","431","426","269","3","","11","77","62","33","26","132","788","79","645518275"
"20232","11200570","행당2동","97","431","426","269","3","","11","77","62","33","26","132","788","79","645518275"
"20233","11200570","행당2동","97","431","426","269","3","","11","77","62","33","26","132","788","79","645518275"
"20231","11200580","응봉동","215","1258","260","169","","","409","556","21","66","71","153","411","56","269799393"
"20232","11200580","응봉동","215","1258","260","169","","","409","556","21","66","71","153","411","56","269799393"
"20233","11200580","응봉동","215","1258","260","169","","","409","556","21","66","71","153","411","56","269799393"
"20231","11200590","금호1가동","193","1037","332","125","","","206","603","37","27","26","90","505","54","308385556"
"20232","11200590","금호1가동","193","1037","332","125","","","206","603","37","27","26","90","505","54","308385556"
"20233","11200590","금호1가동","193","1037","332","125","","","206","603","37","27","26","90","505","54","308385556"
"20231","11200615","금호2?3가동","227","1192","505","117","","","42","412","481","203","37","73","566","60","365230604"
"20232","11200615","금호2?3가동","227","1192","505","117","","","42","412","481","203","37","73","566","60","365230604"
"20233","11200615","금호2?3가동","227","1192","505","117","","","42","412","481","203","37","73","566","60","365230604"
"20231","11200620","금호4가동","82","324","376","129","11","","2","47","31","21","3","23","713","77","803074557"
"20232","11200620","금호4가동","82","324","376","129","11","","2","47","31","21","3","23","713","77","803074557"
"20233","11200620","금호4가동","82","324","376","129","11","","2","47","31","21","3","23","713","77","803074557"
"20231","11200645","옥수동","126","383","544","246","138","65","13","38","47","25","34","32","1187","93","884172349"
"20232","11200645","옥수동","126","383","544","246","138","65","13","38","47","25","34","32","1187","93","884172349"
"20233","11200645","옥수동","126","383","544","246","138","65","13","38","47","25","34","32","1187","93","884172349"
"20231","11200650","성수1가1동","122","686","442","8","18","12","","35","71","153","111","108","688","61","736732428"
"20232","11200650","성수1가1동","122","686","442","8","18","12","","35","71","153","111","108","688","61","736732428"
"20233","11200650","성수1가1동","122","686","442","8","18","12","","35","71","153","111","108","688","61","736732428"
"20231","11200660","성수1가2동","68","474","251","18","","","44","104","94","20","123","80","278","57","465824238"
"20232","11200660","성수1가2동","68","474","251","18","","","44","104","94","20","123","80","278","57","465824238"
"20233","11200660","성수1가2동","68","474","251","18","","","44","104","94","20","123","80","278","57","465824238"
"20231","11200670","성수2가1동","110","858","290","41","25","1","20","110","62","263","102","139","519","59","579181643"
"20232","11200670","성수2가1동","110","858","290","41","25","1","20","110","62","263","102","139","519","59","579181643"
"20233","11200670","성수2가1동","110","858","290","41","25","1","20","110","62","263","102","139","519","59","579181643"
"20231","11200690","성수2가3동","78","473","189","116","","","22","225","159","84","33","36","219","57","394279969"
"20232","11200690","성수2가3동","78","473","189","116","","","22","225","159","84","33","36","219","57","394279969"
"20233","11200690","성수2가3동","78","473","189","116","","","22","225","159","84","33","36","219","57","394279969"
"20231","11200720","송정동","68","536","116","18","","","52","242","254","15","27","70","10","50","229184261"
"20232","11200720","송정동","68","536","116","18","","","52","242","254","15","27","70","10","50","229184261"
"20233","11200720","송정동","68","536","116","18","","","52","242","254","15","27","70","10","50","229184261"
"20231","11200790","용답동","54","286","91","7","","","36","106","121","69","36","4","12","56","255078831"
"20232","11200790","용답동","54","286","91","7","","","36","106","121","69","36","4","12","56","255078831"
"20233","11200790","용답동","54","286","91","7","","","36","106","121","69","36","4","12","56","255078831"
"20231","11215710","화양동","195","1629","174","18","1","","680","791","281","27","21","11","11","34","148077507"
"20232","11215710","화양동","195","1629","174","18","1","","680","791","281","27","21","11","11","34","148077507"
"20233","11215710","화양동","195","1629","174","18","1","","680","791","281","27","21","11","11","34","148077507"
"20231","11215730","군자동","233","1578","444","55","28","3","198","936","743","111","48","20","52","51","206472588"
"20232","11215730","군자동","233","1578","444","55","28","3","198","936","743","111","48","20","52","51","206472588"
"20233","11215730","군자동","233","1578","444","55","28","3","198","936","743","111","48","20","52","51","206472588"
"20231","11215740","중곡1동","249","1645","405","23","14","","138","1133","672","131","13","","","51","188044024"
"20232","11215740","중곡1동","249","1645","405","23","14","","138","1133","672","131","13","","","51","188044024"
"20233","11215740","중곡1동","249","1645","405","23","14","","138","1133","672","131","13","","","51","188044024"
"20231","11215750","중곡2동","387","2601","589","23","1","","254","1615","1242","100","3","","","50","185506401"
"20232","11215750","중곡2동","387","2601","589","23","1","","254","1615","1242","100","3","","","50","185506401"
"20233","11215750","중곡2동","387","2601","589","23","1","","254","1615","1242","100","3","","","50","185506401"
"20231","11215760","중곡3동","243","1788","263","11","","","150","1167","706","38","1","","","47","176263103"
"20232","11215760","중곡3동","243","1788","263","11","","","150","1167","706","38","1","","","47","176263103"
"20233","11215760","중곡3동","243","1788","263","11","","","150","1167","706","38","1","","","47","176263103"
"20231","11215770","중곡4동","623","3997","1109","59","11","","463","3297","1218","162","33","3","","52","170253171"
"20232","11215770","중곡4동","623","3997","1109","59","11","","463","3297","1218","162","33","3","","52","170253171"
"20233","11215770","중곡4동","623","3997","1109","59","11","","463","3297","1218","162","33","3","","52","170253171"
"20231","11215780","능동","170","1292","223","14","4","","130","671","576","140","13","2","1","44","203223348"
"20232","11215780","능동","170","1292","223","14","4","","130","671","576","140","13","2","1","44","203223348"
"20233","11215780","능동","170","1292","223","14","4","","130","671","576","140","13","2","1","44","203223348"
"20231","11215810","광장동","193","648","898","128","211","260","32","237","234","72","49","128","1393","93","701037200"
"20232","11215810","광장동","193","648","898","128","211","260","32","237","234","72","49","128","1393","93","701037200"
"20233","11215810","광장동","193","648","898","128","211","260","32","237","234","72","49","128","1393","93","701037200"
"20231","11215820","자양1동","368","2684","464","38","5","5","155","1426","1321","194","62","10","28","48","208444504"
"20232","11215820","자양1동","368","2684","464","38","5","5","155","1426","1321","194","62","10","28","48","208444504"
"20233","11215820","자양1동","368","2684","464","38","5","5","155","1426","1321","194","62","10","28","48","208444504"
"20231","11215830","자양2동","410","2571","668","118","70","33","94","1148","1467","276","116","97","262","54","266950759"
"20232","11215830","자양2동","410","2571","668","118","70","33","94","1148","1467","276","116","97","262","54","266950759"
"20233","11215830","자양2동","410","2571","668","118","70","33","94","1148","1467","276","116","97","262","54","266950759"
"20231","11230710","회기동","79","545","191","29","1","","215","339","62","9","42","57","42","54","195644398"
"20232","11230710","회기동","79","545","191","29","1","","215","339","62","9","42","57","42","54","195644398"
"20233","11230710","회기동","79","545","191","29","1","","215","339","62","9","42","57","42","54","195644398"
"20231","11230720","휘경1동","69","442","189","43","","","112","195","105","96","76","53","37","57","269364510"
"20232","11230720","휘경1동","69","442","189","43","","","112","195","105","96","76","53","37","57","269364510"
"20233","11230720","휘경1동","69","442","189","43","","","112","195","105","96","76","53","37","57","269364510"
"20231","11230730","휘경2동","210","1232","608","176","1","","365","622","375","157","162","214","122","59","240740232"
"20232","11230730","휘경2동","210","1232","608","176","1","","365","622","375","157","162","214","122","59","240740232"
"20233","11230730","휘경2동","210","1232","608","176","1","","365","622","375","157","162","214","122","59","240740232"
"20231","11230740","이문1동","142","816","256","106","21","6","196","433","189","64","95","132","96","52","241674717"
"20232","11230740","이문1동","142","816","256","106","21","6","196","433","189","64","95","132","96","52","241674717"
"20233","11230740","이문1동","142","816","256","106","21","6","196","433","189","64","95","132","96","52","241674717"
"20231","11230750","이문2동","83","469","291","150","6","","37","100","179","7","201","261","131","69","392500480"
"20232","11230750","이문2동","83","469","291","150","6","","37","100","179","7","201","261","131","69","392500480"
"20233","11230750","이문2동","83","469","291","150","6","","37","100","179","7","201","261","131","69","392500480"
