"기준_년분기_코드","행정동_코드","행정동_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20212","11380632","신사2동","387","3290","2015","56","2","4","964","2338","2061","4","","","","53","130538212"
"20212","11380640","증산동","268","1921","1728","303","26","3","233","1593","1066","844","217","26","2","60","190056136"
"20212","11380650","수색동","174","1551","933","522","45","9","103","811","793","996","148","200","9","55","198120539"
"20212","11380690","진관동","374","4295","6817","2526","1659","848","","1351","1688","4753","6248","2024","81","97","417856561"
"20212","11410520","천연동","114","2116","1768","828","8","","137","268","230","1145","1583","1002","355","64","305473718"
"20212","11410555","북아현동","100","1589","738","130","10","17","25","164","228","1059","164","193","651","60","313075561"
"20212","11410565","충현동","260","1618","1402","237","54","29","152","743","1278","686","320","136","25","70","258257699"
"20212","11410585","신촌동","249","2988","854","191","25","6","1329","1262","432","507","477","56","1","49","152628660"
"20212","11410615","연희동","679","5129","2138","610","193","173","1881","3062","1289","875","800","140","196","66","176044203"
"20212","11410620","홍제1동","329","3259","2266","786","26","24","780","1931","983","1655","978","34","","62","161088672"
"20212","11410640","홍제3동","187","1959","1588","210","13","","507","1100","1184","979","","","","55","141258667"
"20212","11410655","홍제2동","116","1389","1907","545","59","1","156","367","456","1518","1300","104","","69","251213445"
"20212","11410660","홍은1동","190","2365","2334","572","285","","591","1029","1561","1516","501","300","58","62","171751622"
"20212","11410685","홍은2동","676","4556","2093","305","209","159","2050","3427","1034","534","196","44","37","60","138441256"
"20212","11410690","남가좌1동","83","1134","2833","568","69","60","83","228","210","88","533","1299","2223","76","467013784"
"20212","11410700","남가좌2동","281","2934","1302","685","1","2","844","1126","297","1228","1271","158","","52","157236773"
"20212","11410710","북가좌1동","189","1528","2674","802","140","8","84","678","790","727","455","1199","1219","65","267615133"
"20212","11410720","북가좌2동","884","5935","2510","381","","19","1246","5100","1079","844","410","146","20","55","154720417"
"20212","11440555","아현동","100","3355","2983","1134","44","114","12","158","322","512","742","1094","4790","77","629717753"
"20212","11440565","공덕동","466","4123","2477","1286","137","5","269","1702","1017","544","522","1208","2766","57","254887293"
"20212","11440585","도화동","124","1240","2552","1231","580","29","200","281","185","369","1425","1844","1328","76","377106809"
"20212","11440590","용강동","151","2388","2583","915","274","","116","320","771","255","1142","927","2629","66","384996323"
"20212","11440600","대흥동","53","1290","563","95","","1","115","670","526","10","12","154","462","46","226580976"
"20212","11440610","염리동","72","1060","634","162","3","1","82","154","135","539","313","253","384","64","279788240"
"20212","11440630","신수동","217","2519","2512","630","63","20","369","636","519","345","1184","1142","1549","59","279808531"
"20212","11440655","서강동","321","2553","3312","571","336","153","577","883","649","238","618","1432","2528","57","282236207"
"20212","11440660","서교동","511","4576","1152","315","404","23","1440","2245","1470","456","134","168","557","51","187802822"
"20212","11440680","합정동","534","3727","1249","244","157","6","467","2255","1258","604","276","43","480","50","208779640"
"20212","11440690","망원1동","522","4108","1204","226","8","1","412","2750","1318","515","432","120","","48","186695120"
"20212","11440700","망원2동","436","3731","1729","221","36","","547","2003","1229","1108","599","231","","49","179743268"
"20212","11440710","연남동","401","2859","1065","237","38","5","932","1308","1068","326","297","203","70","51","186573762"
"20212","11440720","성산1동","567","3886","1436","136","51","10","1034","2663","1421","359","28","13","1","55","168611594"
"20212","11440730","성산2동","358","8914","2935","547","7","","973","2920","1125","2665","4190","530","","53","200214576"
"20212","11440740","상암동","190","4889","2763","1178","","","292","1155","1884","996","1331","2022","1150","65","376864247"
"20212","11470510","목1동","103","2322","2621","1482","918","266","8","690","102","104","649","1178","4878","77","586886671"
"20212","11470520","목2동","772","6330","2593","376","243","8","776","5078","1766","607","577","521","225","53","174577996"
"20212","11470530","목3동","449","4096","1344","352","61","4","584","3076","790","266","245","485","411","52","163506517"
"20212","11470540","목4동","507","3689","2623","312","127","6","542","3103","883","753","702","664","110","55","168741431"
"20212","11470550","목5동","191","3366","5496","1557","1785","177","","","","2","28","2005","10346","101","942182401"
"20212","11470560","신월1동","372","3627","1053","22","5","","1413","2702","592","","","","","50","110526592"
"20212","11470570","신월2동","365","3459","2771","386","6","","1158","2514","1624","612","619","79","16","56","141958156"
"20212","11470580","신월3동","230","2118","609","11","","","1249","1064","423","2","","","","46","102305214"
"20212","11470590","신월4동","275","2736","3022","38","","1","502","2575","2090","614","16","","","57","151105182"
"20212","11470600","신월5동","296","2303","1405","163","14","1","875","1843","691","358","117","2","","54","126121554"
"20212","11470610","신월6동","107","909","1028","55","4","","529","233","732","502","","","","52","125507841"
"20212","11470611","신월7동","671","7949","436","","1","","4524","2337","1524","1","","","","42","84199868"
"20212","11470620","신정1동","113","1387","1950","2055","264","","46","187","193","107","664","572","3887","85","605501893"
"20212","11470630","신정2동","95","1648","3219","844","1","","1131","279","212","430","1480","1452","728","66","315772088"
"20212","11470640","신정3동","340","8930","4131","1258","32","","1193","2981","5269","3086","1791","6","25","66","240510701"
"20212","11470650","신정4동","757","5908","2279","193","6","4","1340","5178","1516","314","42","","","53","144748857"
"20212","11470670","신정6동","81","1794","2405","2295","474","246","","","","4","1429","977","4804","97","740040684"
"20212","11470680","신정7동","112","5799","3392","696","207","203","4164","80","135","932","2269","1781","936","70","377068096"
"20212","11500510","염창동","247","4104","7029","906","191","4","344","711","926","4724","3306","1862","361","69","315712217"
"20212","11500520","등촌1동","189","2585","2484","168","","","370","1059","696","2266","834","12","","54","194077010"
"20212","11500530","등촌2동","390","3316","1905","358","384","233","548","2477","826","465","1035","463","382","56","188442463"
"20212","11500535","등촌3동","124","10613","1644","641","232","","147","5891","2506","2047","1929","610","","57","272440093"
"20212","11500540","화곡1동","1203","12949","2954","231","4","","3547","10765","1387","439","","","","50","127461680"
"20212","11500550","화곡2동","520","4580","552","22","9","","1113","3850","198","2","","","","50","122417413"
"20212","11500560","화곡3동","352","2759","1425","960","739","20","557","1977","871","258","764","1272","204","63","198251565"
"20212","11500570","화곡4동","539","4838","923","51","","","1092","4207","488","25","","","","50","126522714"
"20212","11500590","화곡본동","1160","10133","1062","25","1","","3193","7799","229","","","","","50","118872243"
"20212","11500591","화곡6동","462","4117","1846","436","272","226","1475","2972","456","468","495","826","205","56","150434066"
"20212","11500593","화곡8동","816","6585","1412","100","3","","1630","5909","425","136","","","","52","125368579"
"20212","11500603","가양1동","148","3529","2813","689","500","","120","711","1276","1165","2564","855","840","66","322050055"
"20212","11500604","가양2동","53","5964","414","704","","","3419","1081","1134","342","590","516","","52","235624512"
"20212","11500605","가양3동","59","6944","457","34","","","539","3543","1179","1488","563","123","","49","259383353"
"20212","11500611","발산1동","407","6848","4707","218","38","3","613","1761","2201","1688","2690","1840","1021","60","235520646"
"20212","11500615","우장산동","526","4672","5879","2206","157","","872","2502","770","1125","1066","2632","3947","63","249204228"
"20212","11500620","공항동","353","4461","1601","42","2","1","783","2228","258","197","284","1145","1212","48","192482001"
"20212","11500630","방화1동","390","5481","5722","1346","1","","465","2083","1017","2822","2387","787","2989","60","272983582"
"20212","11500640","방화2동","253","4544","1311","219","4","1","1426","1915","1656","1022","60","","","51","164702344"
"20212","11500641","방화3동","148","7175","1213","660","498","","1121","3043","2637","1639","1070","36","","62","213593456"
"20212","11530510","신도림동","142","3189","5349","1256","720","258","218","409","558","2268","3588","2094","1637","84","419902665"
"20212","11530520","구로1동","67","2122","4319","257","1","","52","581","2464","2976","626","","","73","291319966"
"20212","11530530","구로2동","276","2655","1530","22","7","4","537","1741","1149","788","3","","","51","153719272"
"20212","11530540","구로3동","486","4882","1710","452","1","","1753","1199","1363","1742","850","138","","49","117578284"
"20212","11530550","구로4동","574","6345","1272","11","1","","2417","2237","2380","595","","","","46","99491166"
"20212","11530560","구로5동","145","3331","3168","614","309","125","950","1041","1526","1830","1902","197","101","63","219264838"
"20212","11530595","가리봉동","174","1143","207","12","10","37","267","952","136","23","10","13","8","70","182837797"
"20212","11530720","고척1동","182","2849","3715","166","45","","312","1567","2695","2122","79","","","60","180394303"
"20212","11530730","고척2동","267","3690","2386","548","","","682","1987","2182","1353","324","96","","57","161051361"
"20212","11530740","개봉1동","399","4691","2650","491","384","","891","2889","1698","1963","775","","","55","144089813"
"20212","11530750","개봉2동","469","4971","3914","1397","34","","774","3301","2006","2468","1671","96","","59","165640411"
"20212","11530760","개봉3동","421","4464","1705","121","","","661","3693","1309","627","","","","54","142946553"
"20212","11530770","오류1동","216","3800","1285","570","6","","1129","2523","1959","50","","","","55","137434342"
"20212","11530780","오류2동","372","8314","3959","714","91","","810","3865","4669","2980","750","4","","60","198407491"
"20212","11530790","수궁동","421","5533","2266","296","51","","1150","4589","1642","627","102","36","","58","153269551"
"20212","11530800","항동","46","913","308","116","2","84","38","696","513","38","1","53","84","69","210708531"
"20212","11545510","가산동","167","3699","993","105","174","","782","2419","1001","769","","","","51","154218482"
"20212","11545610","독산1동","220","5238","4447","430","19","14","1210","2630","3195","1357","1098","658","","60","192652545"
"20212","11545620","독산2동","305","2657","430","8","1","","627","2371","98","","","","","51","127560010"
"20212","11545630","독산3동","391","3460","1475","103","3","","552","3258","995","236","","","","53","147147300"
"20212","11545640","독산4동","248","1936","711","8","1","1","349","1992","293","23","","","","55","136139901"
"20212","11545670","시흥1동","381","5397","2230","378","79","","663","3419","1905","707","1123","221","46","53","159614373"
"20212","11545680","시흥2동","75","2289","2304","1835","","","601","678","4381","768","","","","78","221267164"
"20212","11545690","시흥3동","236","2637","1052","29","3","","278","3119","300","24","","","","58","148950289"
"20212","11545700","시흥4동","340","3214","1230","204","4","","831","2492","1175","154","","","","55","130235058"
"20212","11545710","시흥5동","199","2362","1036","34","","","222","2105","959","146","","","","52","143002643"
"20212","11560515","영등포본동","238","1876","2998","63","","","342","1048","134","847","1894","672","","56","193125873"
"20212","11560535","영등포동","142","3643","1708","484","143","","1269","1279","357","506","683","663","1221","46","241509267"
"20212","11560540","여의동","96","532","2424","2836","3215","1114","","","20","153","50","402","9496","126","969059135"
"20212","11560550","당산1동","95","1845","2023","300","48","","134","708","395","999","1398","554","28","52","265861234"
"20212","11560560","당산2동","214","3805","4039","1480","686","7","595","1172","483","863","2313","1926","2665","67","365167641"
"20212","11560585","도림동","140","1272","979","122","84","1","247","823","223","247","285","521","112","55","169172356"
"20212","11560605","문래동","91","2172","3980","1298","325","46","","85","909","3290","820","815","1902","90","469339715"
"20212","11560610","양평1동","59","2087","1058","160","","","111","158","939","1583","513","1","","59","252285015"
"20212","11560620","양평2동","172","3233","2994","233","19","","441","1071","614","2148","2096","109","","50","214235690"
"20212","11560630","신길1동","136","1734","524","138","3","","378","915","533","240","243","90","","53","183726278"
"20212","11560650","신길3동","66","1445","1412","20","","","235","233","132","1040","525","378","334","58","272070743"
"20212","11560660","신길4동","88","837","435","261","23","6","17","615","163","367","400","","","86","216225924"
"20212","11560670","신길5동","103","901","462","161","2","","236","611","193","178","52","214","42","56","176002165"
"20212","11560680","신길6동","118","2244","1727","101","61","1","118","454","508","1840","1065","116","33","59","240911060"
"20212","11560690","신길7동","61","1590","1806","208","104","","102","100","90","822","1005","424","1165","66","382749140"
"20212","11560700","대림1동","92","953","927","100","","","191","451","304","704","330","","","55","174422588"
"20212","11560710","대림2동","134","1781","813","82","","","479","1056","495","289","339","18","","53","148139262"
"20212","11560720","대림3동","248","3258","2391","2","344","","976","1010","1188","1777","797","247","","50","148574022"
"20212","11590510","노량진1동","173","3004","3393","1642","5","3","341","760","352","1126","2709","2214","545","66","326348621"
"20212","11590520","노량진2동","131","721","371","10","","","46","151","484","331","65","25","","57","290000205"
"20212","11590530","상도1동","558","5682","5675","1468","141","33","967","3685","1634","1079","1207","1784","2643","60","243415538"
"20212","11590540","상도2동","268","3086","3065","504","394","","503","1277","809","145","1127","1615","1573","60","271120694"
"20212","11590550","상도3동","575","3798","2103","144","11","","528","3437","1453","255","303","80","","58","173697874"
"20212","11590560","상도4동","671","4867","1431","222","47","","657","4069","1369","172","214","86","","54","160928123"
"20212","11590605","흑석동","234","1874","3138","1273","115","32","88","326","513","873","612","725","3295","73","432607188"
"20212","11590620","사당1동","430","3068","1086","131","32","","342","1931","1658","221","25","","140","53","195328555"
"20212","11590630","사당2동","222","2988","2287","2111","64","1","76","570","612","1132","1974","2058","1029","69","317944076"
"20212","11590640","사당3동","309","2290","2722","1158","155","","228","1071","490","495","846","1684","1511","58","239445092"
"20212","11590650","사당4동","314","2078","1092","97","11","1","202","1215","880","302","444","236","","52","194212987"
"20212","11590651","사당5동","162","2007","714","272","1","","128","779","481","989","435","182","","54","199405237"
"20212","11590660","대방동","420","4677","3817","125","435","194","655","1696","1291","1065","2073","1464","1004","59","237787015"
"20212","11590670","신대방1동","145","1445","2653","1021","440","","201","515","271","715","1851","1550","456","63","263360387"
"20212","11590680","신대방2동","200","1963","1336","292","168","123","317","1035","907","231","519","659","214","60","207792322"
"20212","11620525","보라매동","373","2645","1639","32","3","2","531","2397","676","311","406","","","56","153917149"
"20212","11620545","청림동","74","1654","1064","583","","","99","244","97","1641","1184","36","","62","246271528"
"20212","11620565","성현동","309","3339","2949","1560","1","","308","1388","1057","2615","2449","32","","60","204397118"
"20212","11620575","행운동","296","2537","1857","606","5","","517","1482","544","1132","1220","110","","54","165207633"
"20212","11620585","낙성대동","167","1366","882","174","7","1","291","932","610","415","155","25","2","60","183256025"
"20212","11620595","청룡동","298","3106","1243","227","3","","536","2112","713","764","412","42","","57","176213239"
"20212","11620605","은천동","445","4433","2367","1118","24","","885","2243","1032","2149","1495","138","","55","161831984"
"20212","11620615","중앙동","176","1561","465","125","4","2","228","1266","440","104","117","","2","56","167228823"
"20212","11620625","인헌동","579","4140","1504","63","93","","801","3249","851","527","372","","","56","150787336"
"20212","11620630","남현동","324","1876","1825","265","149","15","260","898","1427","960","539","44","2","67","242926920"
"20212","11620645","서원동","407","3205","1091","56","2","4","1481","1906","458","455","54","","4","50","126481050"
"20212","11620655","신원동","216","2019","337","35","2","","879","825","344","321","24","","","46","119830086"
"20212","11620665","서림동","250","2422","741","629","3","","768","1665","430","668","264","","","53","129144968"
"20212","11620685","신사동","227","1909","457","57","4","3","333","1448","549","97","2","1","","53","164226720"
"20212","11620695","신림동","202","2432","263","2","1","","1086","1194","362","54","2","","","38","142244266"
"20212","11620715","난향동","131","1956","1660","695","","","165","901","1064","2181","","","","67","205794303"
"20212","11620725","조원동","195","2653","1062","134","2","","634","1070","1448","663","36","","","49","168942248"
"20212","11620735","대학동","109","1328","1582","42","1","","329","589","1398","601","36","","","57","163988280"
"20212","11620745","삼성동","192","3442","2026","473","12","1","1836","1121","2365","630","2","","","58","169692851"
"20212","11620765","미성동","439","4607","2041","492","266","","743","3074","1794","371","987","437","","54","163026470"
"20212","11620775","난곡동","484","4998","658","84","3","1","1683","3214","724","123","","","","48","128401327"
"20212","11650510","서초1동","251","2492","1591","764","557","430","62","632","1146","755","425","607","2207","79","402844396"
"20212","11650520","서초2동","95","1759","2005","676","722","268","22","660","602","140","148","226","3632","79","542158574"
"20212","11650530","서초3동","475","3077","1453","1370","1181","1460","67","1190","1367","779","777","514","3847","89","470399049"
"20212","11650531","서초4동","102","587","4019","2717","1220","709","8","63","64","72","35","95","8915","105","1055283463"
"20212","11650540","잠원동","179","3165","4851","1338","1351","123","23","458","207","212","54","96","9778","83","773147823"
"20212","11650550","반포본동","101","","1503","1359","728","60","","","","","","","3650","106","2146752288"
"20212","11650560","반포1동","281","3281","2474","770","588","1031","112","1365","570","237","73","52","5735","62","541289955"
"20212","11650570","반포2동","57","1180","2741","1325","1295","774","","","","","","1","7314","116","1810545120"
"20212","11650580","반포3동","52","768","2930","1810","854","37","","","26","60","103","34","6176","100","1238448217"
"20212","11650581","반포4동","365","1109","2624","518","688","958","29","251","395","466","307","315","4134","121","643229652"
"20212","11650590","방배본동","305","1178","915","1021","681","1381","22","343","651","425","169","269","3297","97","574803704"
"20212","11650600","방배1동","370","2523","1255","421","324","292","33","1005","1045","680","292","207","1553","62","349907659"
"20212","11650610","방배2동","456","2121","1928","623","217","83","85","432","706","772","529","441","2007","65","423937687"
"20212","11650620","방배3동","357","1526","1612","1275","992","554","15","237","826","427","483","443","3528","75","427045339"
"20212","11650621","방배4동","563","3369","1661","592","431","964","23","843","1545","872","431","515","2788","81","472130924"
"20212","11650651","양재1동","474","7237","4339","1631","205","276","113","2051","1239","1377","1596","2611","4701","82","449760042"
"20212","11650652","양재2동","504","4066","1431","151","114","24","56","1975","1680","1201","529","210","135","57","270104671"
"20212","11650660","내곡동","98","2547","1217","873","4","11","","67","20","387","715","894","2569","83","680472232"
"20212","11680510","신사동","155","829","761","1296","823","776","8","492","321","144","110","73","3337","77","677096632"
"20212","11680521","논현1동","486","4718","929","399","185","294","107","2309","1963","343","543","277","983","66","353132222"
"20212","11680531","논현2동","399","2610","1992","818","328","326","40","1070","1201","513","419","448","2383","74","452665399"
"20212","11680545","압구정동","181","1137","1392","2191","2186","1264","15","209","198","85","134","186","7343","111","1210630980"
"20212","11680565","청담동","355","2375","2269","2193","1087","1115","22","477","566","508","333","210","6923","106","919279201"
"20212","11680580","삼성1동","206","819","1474","742","603","673","6","213","201","111","154","232","3394","97","808222348"
"20212","11680590","삼성2동","407","4177","3246","1354","604","276","97","1453","1245","346","244","340","5932","65","457688181"
"20212","11680600","대치1동","95","496","2864","1610","1432","100","","8","12","36","14","15","6417","106","1326518505"
"20212","11680610","대치2동","300","1427","6654","2797","452","231","25","318","422","340","198","278","9980","78","667421066"
"20212","11680630","대치4동","423","4320","854","272","211","149","39","2011","1675","771","436","186","688","52","291045172"
"20212","11680640","역삼1동","718","7957","1387","435","273","220","196","4458","2908","1006","606","328","770","53","261197257"
"20212","11680650","역삼2동","361","6164","3245","1014","1041","227","35","1709","1375","659","548","233","7132","64","491823903"
"20212","11680655","도곡1동","172","1414","2660","1533","360","424","76","522","411","155","177","94","4956","94","621073997"
"20212","11680656","도곡2동","130","1701","2470","2396","1911","1619","38","128","298","59","43","64","9467","95","975087113"
"20212","11680660","개포1동","159","5122","520","457","330","437","5","35","37","12","4","","6773","61","1065496504"
"20212","11680670","개포2동","86","1407","2103","7","178","3","3","101","106","56","31","2","3399","68","580926605"
"20212","11680690","개포4동","377","2652","1158","51","316","248","102","1078","1276","735","123","79","1032","59","319491395"
"20212","11680700","세곡동","210","5729","4553","1373","","6","","114","1232","1761","1022","1675","5857","77","597800321"
"20212","11680720","일원본동","116","2695","3052","843","585","","","","","","768","268","6139","81","867767947"
"20212","11680730","일원1동","180","3733","156","18","21","1","1","348","1888","597","515","400","180","55","310292322"
"20212","11680740","일원2동","48","4198","1077","231","128","84","","1120","268","235","544","1118","2433","68","725458289"
"20212","11680750","수서동","42","3273","683","409","220","36","","1368","196","22","279","759","1997","81","789175877"
"20212","11710510","풍납1동","108","957","1255","140","6","4","59","357","337","406","575","575","53","59","209610396"
"20212","11710520","풍납2동","208","2728","2765","684","21","89","558","722","675","832","1130","2198","172","55","226691560"
"20212","11710531","거여1동","170","1577","1220","135","3","","94","985","566","500","727","63","","51","193017393"
"20212","11710532","거여2동","130","3838","608","298","299","","3","1224","1131","1768","365","372","180","61","283531021"
"20212","11710540","마천1동","327","2856","1057","264","9","3","5","338","1833","1090","711","212","","60","282428626"
"20212","11710550","마천2동","350","3073","905","141","5","2","109","1441","1459","848","269","","","53","209625824"
"20212","11710561","방이1동","300","1815","1735","512","345","86","109","762","1205","486","70","864","997","65","280988860"
"20212","11710562","방이2동","743","5820","1318","174","53","112","461","3076","2684","696","355","76","129","52","213761442"
"20212","11710566","오륜동","122","43","1991","2410","1096","","","","","","","","5540","111","1122099046"
"20212","11710570","오금동","621","5829","3465","1749","154","359","220","2582","2330","1449","1091","1160","2724","59","245061589"
"20212","11710580","송파1동","805","6363","1294","261","455","93","729","3453","2498","527","233","271","755","48","210085490"
"20212","11710590","송파2동","233","1943","2341","1329","283","131","82","587","639","255","497","440","3527","64","348715493"
"20212","11710600","석촌동","1133","8741","1921","287","62","5","601","4935","3561","1096","254","126","443","49","217907841"
"20212","11710610","삼전동","1112","8666","1487","188","20","2","1021","5483","2785","817","243","10","4","48","193230020"
"20212","11710620","가락본동","370","4065","2301","894","356","118","352","1602","948","533","2017","1484","798","58","249823566"
"20212","11710631","가락1동","4","","206","","","","","","","","","13","193","85","638852624"
"20212","11710632","가락2동","472","4801","3342","781","247","41","306","1751","1368","539","1792","1686","1770","55","249888399"
"20212","11710641","문정1동","387","3055","1513","968","600","133","315","1407","1257","556","277","580","1877","56","261915577"
"20212","11710642","문정2동","66","","2419","974","1980","120","","","","","","","5493","116","920507791"
"20212","11710646","장지동","462","7492","3655","38","14","1","175","1341","1614","2776","1543","2818","933","52","277087891"
"20212","11710647","위례동","95","4107","2048","1619","6","4","","","440","1104","1715","1290","3235","76","621040740"
"20212","11710650","잠실본동","798","6273","1738","277","58","1","516","3697","2201","653","153","140","987","47","214161211"
"20212","11710670","잠실2동","135","2263","7632","1346","","","","","","","520","348","10373","87","1079062828"
"20212","11710680","잠실3동","112","1276","7392","1145","1131","101","","","","","","","11045","91","1079554187"
"20212","11710690","잠실4동","93","2685","5130","966","940","","","","","8","336","","9377","93","971495913"
"20212","11710710","잠실6동","42","497","2123","1417","547","804","","","","35","334","264","4755","112","944903421"
"20212","11710720","잠실7동","43","","1146","768","1032","252","","","","","","","3198","126","1408792207"
"20212","11740515","강일동","169","5943","3476","937","","","60","362","1524","3157","3441","1718","94","72","406250675"
"20212","11740520","상일동","122","1137","952","161","159","163","67","500","198","266","279","398","864","78","377217100"
"20212","11740530","명일1동","170","2160","3042","571","61","","134","620","579","1232","1795","952","522","61","248611146"
"20212","11740540","명일2동","64","101","2505","1014","680","","7","86","18","23","286","2312","1568","88","480770165"
"20212","11740550","고덕1동","146","2659","3996","309","127","79","13","288","93","1037","889","1388","3462","69","447696526"
"20212","11740560","고덕2동","49","313","4","","","","15","285","17","","","","","45","151773607"
"20212","11740570","암사1동","651","5505","2368","470","1","4","729","3960","1399","346","428","1106","380","50","175544109"
"20212","11740580","암사2동","110","2301","1905","205","64","3","246","447","123","930","1665","945","122","52","222971188"
"20212","11740590","암사3동","119","1630","1945","1494","268","8","98","268","399","451","479","1310","2340","72","366982955"
"20212","11740600","천호1동","445","4325","2030","93","8","","333","2612","2148","1345","18","","","51","186924456"
"20212","11740610","천호2동","486","4570","1515","326","108","6","278","2646","1958","826","531","266","20","50","202540241"
"20212","11740620","천호3동","222","2859","2140","613","27","1","130","1266","1049","1252","717","243","983","52","211370570"
"20212","11740640","성내1동","359","3403","2149","439","30","124","417","1694","1027","1149","703","735","420","58","211532627"
"20212","11740650","성내2동","325","3327","1186","150","8","19","457","1864","993","692","638","46","","48","178208411"
"20212","11740660","성내3동","456","3394","2144","177","67","10","482","2185","1201","1397","499","10","18","56","190814540"
"20212","11740685","길동","624","7468","5351","802","242","23","2193","3595","2626","3479","1442","393","158","56","187717954"
"20212","11740690","둔촌1동","4","1090","2808","2032","","","","","","","100","","5830","83","854201839"
"20212","11740700","둔촌2동","315","3013","3387","734","72","21","352","1196","940","1477","2131","902","229","58","221824698"
"20213","11110515","청운효자동","342","1667","650","103","107","129","349","950","755","211","122","59","210","70","243371110"
"20213","11110530","사직동","98","322","503","443","671","90","42","240","137","158","138","54","1260","76","313674590"
"20213","11110540","삼청동","11","13","22","6","3","16","3","12","17","7","3","8","10","114","392575974"
"20213","11110550","부암동","183","774","710","205","51","134","192","741","643","136","32","29","101","83","226338355"
"20213","11110560","평창동","297","821","1328","409","586","645","169","703","638","942","413","335","589","125","428445295"
"20213","11110570","무악동","45","298","1148","530","32","","25","48","30","170","292","1048","395","82","446350543"
"20213","11110580","교남동","247","2184","1245","221","21","1","495","681","32","78","490","159","1737","49","194204393"
"20213","11110600","가회동","130","719","81","21","8","44","169","525","83","34","8","4","50","66","245145969"
"20213","11110615","종로1?2?3?4가동","11","450","370","114","49","12","57","253","295","38","188","106","58","51","220777247"
"20213","11110630","종로5?6가동","14","312","1","2","3","1","57","245","11","5","","1","","42","132936677"
"20213","11110640","이화동","230","1535","253","17","4","30","747","844","204","8","5","2","29","53","145141512"
"20213","11110650","혜화동","341","2167","1073","133","54","35","1047","854","693","298","220","329","21","58","165269307"
"20213","11110670","창신1동","27","714","278","","","","100","334","29","289","240","","","48","161379277"
"20213","11110680","창신2동","225","1331","141","24","8","2","418","968","105","15","","","","49","121211234"
"20213","11110690","창신3동","27","761","763","306","","","29","102","339","1131","229","","","64","243402939"
"20213","11110700","숭인1동","40","356","329","185","","","16","142","73","3","291","345","","61","235295402"
"20213","11110710","숭인2동","193","2144","487","46","","","1061","1018","308","26","230","34","","51","143987316"
"20213","11140520","소공동","4","172","325","56","","","","","95","91","100","91","176","71","457047799"
"20213","11140540","회현동","25","614","139","233","277","183","58","509","111","40","53","7","668","83","315518214"
"20213","11140550","명동","6","16","14","2","116","120","3","14","6","9","","","236","95","416972645"
"20213","11140570","필동","37","514","115","71","9","7","52","296","257","81","16","7","7","64","231203921"
"20213","11140580","장충동","165","1774","111","26","24","41","1044","649","184","31","8","1","59","45","158255338"
"20213","11140590","광희동","17","452","331","174","107","1","32","412","236","112","70","27","176","51","180442167"
"20213","11140605","을지로동","4","8","231","","","","8","11","177","43","","","","68","213437246"
"20213","11140615","신당동","52","897","188","152","104","29","109","688","249","28","1","24","271","47","167818078"
"20213","11140625","다산동","400","2585","500","135","59","108","711","1834","482","192","67","26","75","65","183059237"
"20213","11140635","약수동","131","1582","1621","977","79","1","123","574","333","21","876","981","1352","68","289046874"
"20213","11140645","청구동","84","1449","1112","659","2","","152","281","123","423","1091","990","162","64","294228809"
"20213","11140650","신당5동","59","750","486","146","","","71","316","182","29","311","375","98","60","274164868"
"20213","11140665","동화동","62","374","1582","506","225","1","14","130","156","705","560","363","760","82","410344824"
"20213","11140670","황학동","51","1200","1050","387","59","4","112","539","98","577","915","426","33","53","225923415"
"20213","11140680","중림동","86","1012","693","267","30","1","212","487","207","47","226","323","501","60","256153393"
"20213","11170510","후암동","404","2263","1025","140","104","93","140","1088","1254","644","318","59","122","63","251501889"
"20213","11170520","용산2가동","305","1537","307","12","5","1","114","930","615","142","58","2","1","50","188915261"
"20213","11170530","남영동","82","503","183","134","128","39","64","128","225","225","51","9","285","62","325915063"
"20213","11170555","청파동","467","2572","655","114","12","3","226","1611","1176","270","65","4","4","55","206142632"
"20213","11170560","원효로1동","119","1301","1847","841","194","15","43","677","398","172","228","513","2167","61","351554472"
"20213","11170570","원효로2동","116","1460","1297","524","86","145","48","295","232","324","960","646","1007","72","369628825"
"20213","11170580","효창동","175","1180","881","232","53","33","108","662","595","400","166","127","321","64","258179644"
"20213","11170590","용문동","176","1694","923","454","3","","126","531","608","129","683","547","450","56","262622762"
"20213","11170625","한강로동","93","796","885","1005","1303","362","","263","364","126","136","178","3284","69","567531518"
"20213","11170630","이촌1동","131","1963","1860","3182","1056","1226","2","7","11","2","36","145","9084","120","1077394523"
"20213","11170640","이촌2동","97","1819","1106","282","4","1","1","14","260","550","321","501","1565","63","436884557"
"20213","11170650","이태원1동","91","281","143","287","270","296","12","30","61","195","115","97","767","98","554317911"
"20213","11260620","묵1동","445","4824","2555","2062","24","17","704","2925","2161","1792","1832","32","36","59","176392502"
"20213","11170660","이태원2동","211","880","537","131","193","97","39","262","444","264","141","306","382","82","365818859"
